replicate	generation	lineage	n_individuals	mean_fitness	mean_phenotype	sd_phenotype	mean_optimum
pl_sweep	368	mixed	30000	0.999653	2.70661e-06	0.0997171	0.0
pl_sweep	368	rot	20000	0.999469	0.000379933	0.100283	0.0
pl_sweep	369	pdav-N	50000	0.998072	0.000232886	0.100207	-0.0
pl_sweep	369	mixed	30000	0.999653	-0.000656184	0.0997366	0.0
pl_sweep	369	rot	20000	0.999466	-0.000343626	0.100516	0.0
pl_sweep	370	pdav-N	50000	0.998081	-0.000200514	0.099958	-0.0
pl_sweep	370	mixed	30000	0.999651	0.000254866	0.0999316	0.0
pl_sweep	370	rot	20000	0.999476	-0.000252808	0.0995492	0.0
pl_sweep	371	pdav-N	50000	0.99807	-0.000109197	0.100237	-0.0
pl_sweep	371	mixed	30000	0.999648	-0.000736329	0.100432	0.0
pl_sweep	371	rot	20000	0.999472	8.53999e-06	0.0999348	0.0
pl_sweep	372	pdav-N	50000	0.998092	0.000273636	0.0996686	-0.0
pl_sweep	372	mixed	30000	0.999655	-4.19195e-05	0.0994154	0.0
pl_sweep	372	rot	20000	0.999465	0.000897949	0.100616	0.0
pl_sweep	373	pdav-N	50000	0.998076	0.000301581	0.100084	-0.0
pl_sweep	373	mixed	30000	0.999645	-0.000145972	0.10079	0.0
pl_sweep	373	rot	20000	0.999471	-7.19117e-05	0.100052	0.0
pl_sweep	374	pdav-N	50000	0.998076	-0.000735949	0.100083	-0.0
pl_sweep	374	mixed	30000	0.999649	2.39806e-06	0.100261	0.0
pl_sweep	374	rot	20000	0.99947	-0.000323317	0.100205	0.0
pl_sweep	375	pdav-N	50000	0.998081	-0.000196205	0.0999732	-0.0
pl_sweep	375	mixed	30000	0.999647	0.000492695	0.100535	0.0
pl_sweep	375	rot	20000	0.999477	-0.000363637	0.0994964	0.0
pl_sweep	376	pdav-N	50000	0.998083	-8.0121e-05	0.0999153	-0.0
pl_sweep	376	mixed	30000	0.999651	-2.11143e-05	0.0999266	0.0
pl_sweep	376	rot	20000	0.999482	8.60167e-06	0.0989851	0.0
pl_sweep	377	pdav-N	50000	0.998065	0.000168886	0.100368	-0.0
pl_sweep	377	mixed	30000	0.999648	-0.00131793	0.100457	0.0
pl_sweep	377	rot	20000	0.999473	-0.000644031	0.0998733	0.0
pl_sweep	378	pdav-N	50000	0.998078	-0.000195544	0.100036	-0.0
pl_sweep	378	mixed	30000	0.99965	0.000371454	0.100094	0.0
pl_sweep	378	rot	20000	0.999474	-0.000646196	0.0997317	0.0
pl_sweep	379	pdav-N	50000	0.998077	-0.000535375	0.100062	-0.0
pl_sweep	379	mixed	30000	0.999652	-0.000175889	0.0998583	0.0
pl_sweep	379	rot	20000	0.999471	0.000827127	0.100059	0.0
pl_sweep	380	pdav-N	50000	0.998092	0.000166374	0.0996619	-0.0
pl_sweep	380	mixed	30000	0.999649	0.000249107	0.100217	0.0
pl_sweep	380	rot	20000	0.999479	-5.21795e-05	0.0992617	0.0
pl_sweep	381	pdav-N	50000	0.998096	9.39929e-05	0.0995623	-0.0
pl_sweep	381	mixed	30000	0.999651	-6.9399e-05	0.100016	0.0
pl_sweep	381	rot	20000	0.999461	-0.000396062	0.100967	0.0
pl_sweep	382	pdav-N	50000	0.998072	1.56126e-05	0.100189	-0.0
pl_sweep	382	mixed	30000	0.999656	-0.00158889	0.0993308	0.0
pl_sweep	382	rot	20000	0.999471	0.000577924	0.100035	0.0
pl_sweep	383	pdav-N	50000	0.998083	-0.000628095	0.0999176	-0.0
pl_sweep	383	mixed	30000	0.999654	-0.000159183	0.0995675	0.0
pl_sweep	383	rot	20000	0.999474	-0.00100586	0.0997577	0.0
pl_sweep	384	pdav-N	50000	0.998056	0.000712558	0.100601	-0.0
pl_sweep	384	mixed	30000	0.999652	-0.000397463	0.0998034	0.0
pl_sweep	384	rot	20000	0.999462	-5.91072e-05	0.10093	0.0
pl_sweep	385	pdav-N	50000	0.998062	0.00071142	0.10046	-0.0
pl_sweep	385	mixed	30000	0.999645	0.000124014	0.100785	0.0
pl_sweep	385	rot	20000	0.999471	-0.000708963	0.100094	0.0
pl_sweep	386	pdav-N	50000	0.998074	-0.000538956	0.100148	-0.0
pl_sweep	386	mixed	30000	0.999647	0.00039618	0.100574	0.0
pl_sweep	386	rot	20000	0.999477	-0.000909813	0.0994779	0.0
pl_sweep	387	pdav-N	50000	0.998075	-0.000127977	0.100116	-0.0
pl_sweep	387	mixed	30000	0.999654	0.000234298	0.0995578	0.0
pl_sweep	387	rot	20000	0.999463	-0.000176123	0.100778	0.0
pl_sweep	388	pdav-N	50000	0.998067	-0.000127829	0.100325	-0.0
pl_sweep	388	mixed	30000	0.999651	-0.000831126	0.100016	0.0
pl_sweep	388	rot	20000	0.999478	-7.28541e-05	0.0993544	0.0
pl_sweep	389	pdav-N	50000	0.998077	-0.000463353	0.100057	-0.0
pl_sweep	389	mixed	30000	0.999654	0.000131965	0.0995063	0.0
pl_sweep	389	rot	20000	0.999471	-0.000219414	0.100069	0.0
pl_sweep	390	pdav-N	50000	0.998071	0.00011676	0.100219	-0.0
pl_sweep	390	mixed	30000	0.99965	-0.000331564	0.100197	0.0
pl_sweep	390	rot	20000	0.999469	0.000296005	0.100294	0.0
pl_sweep	391	pdav-N	50000	0.998077	0.000890879	0.100053	-0.0
pl_sweep	391	mixed	30000	0.999652	-0.0013682	0.0998568	0.0
pl_sweep	391	rot	20000	0.999472	-0.000830881	0.0999756	0.0
pl_sweep	392	pdav-N	50000	0.998069	-0.000116554	0.100277	-0.0
pl_sweep	392	mixed	30000	0.999653	0.00077715	0.0996531	0.0
pl_sweep	392	rot	20000	0.999468	-0.000867537	0.10037	0.0
pl_sweep	393	pdav-N	50000	0.998069	-2.66965e-05	0.100273	-0.0
pl_sweep	393	mixed	30000	0.999651	-0.000136889	0.0999408	0.0
pl_sweep	393	rot	20000	0.999472	0.000351812	0.0999516	0.0
pl_sweep	394	pdav-N	50000	0.998081	0.000682463	0.0999699	-0.0
pl_sweep	394	mixed	30000	0.999649	0.000196947	0.100253	0.0
pl_sweep	394	rot	20000	0.999477	-0.000684162	0.0994703	0.0
pl_sweep	395	pdav-N	50000	0.998057	7.7757e-05	0.100579	-0.0
pl_sweep	395	mixed	30000	0.999648	-0.000113149	0.100354	0.0
pl_sweep	395	rot	20000	0.999471	0.000629819	0.100044	0.0
pl_sweep	396	pdav-N	50000	0.998082	0.000953622	0.0999362	-0.0
pl_sweep	396	mixed	30000	0.999649	-0.000133973	0.100307	0.0
pl_sweep	396	rot	20000	0.999468	0.000413544	0.100386	0.0
pl_sweep	397	pdav-N	50000	0.99809	0.000244643	0.0997169	-0.0
pl_sweep	397	mixed	30000	0.999651	-0.000756564	0.100021	0.0
pl_sweep	397	rot	20000	0.999478	-6.32557e-05	0.099392	0.0
pl_sweep	398	pdav-N	50000	0.998083	0.00121585	0.0998904	-0.0
pl_sweep	398	mixed	30000	0.999649	-0.000397057	0.100269	0.0
pl_sweep	398	rot	20000	0.999462	0.000947721	0.100948	0.0
pl_sweep	399	pdav-N	50000	0.998059	-0.000243166	0.100526	-0.0
pl_sweep	399	mixed	30000	0.99965	-0.000380992	0.100145	0.0
pl_sweep	399	rot	20000	0.999458	-0.000415153	0.10133	0.0
pl_sweep	400	pdav-N	50000	0.998094	-9.30542e-05	0.0996153	-0.0
pl_sweep	400	mixed	30000	0.999651	-0.000565504	0.100054	0.0
pl_sweep	400	rot	20000	0.999482	-0.00115769	0.0990402	0.0
pl_sweep	401	pdav-N	50000	0.998087	0.000782623	0.0998035	-0.0
pl_sweep	401	mixed	30000	0.999649	0.0011705	0.100333	0.0
pl_sweep	401	rot	20000	0.999472	0.00107515	0.0999772	0.0
pl_sweep	402	pdav-N	50000	0.998091	0.000432246	0.099694	-0.0
pl_sweep	402	mixed	30000	0.999648	-0.00069998	0.100415	0.0
pl_sweep	402	rot	20000	0.999471	-0.00111718	0.100079	0.0
pl_sweep	403	pdav-N	50000	0.998074	-0.000502829	0.100157	-0.0
pl_sweep	403	mixed	30000	0.999651	0.00124594	0.100022	0.0
pl_sweep	403	rot	20000	0.999468	-0.000122531	0.10034	0.0
pl_sweep	404	pdav-N	50000	0.998086	0.000447733	0.0998436	-0.0
pl_sweep	404	mixed	30000	0.999654	0.000471491	0.0995666	0.0
pl_sweep	404	rot	20000	0.99947	0.000306985	0.10016	0.0
pl_sweep	405	pdav-N	50000	0.998096	-0.000346792	0.0995766	-0.0
pl_sweep	405	mixed	30000	0.999652	-7.59014e-05	0.0998943	0.0
pl_sweep	405	rot	20000	0.999468	0.000184028	0.100395	0.0
pl_sweep	406	pdav-N	50000	0.998075	0.000561111	0.100129	-0.0
pl_sweep	406	mixed	30000	0.999657	0.000206374	0.099074	0.0
pl_sweep	406	rot	20000	0.999471	-0.00014143	0.100094	0.0
pl_sweep	407	pdav-N	50000	0.998097	0.000868736	0.0995301	-0.0
pl_sweep	407	mixed	30000	0.999652	-0.000100612	0.0998961	0.0
pl_sweep	407	rot	20000	0.999467	-0.000618389	0.100452	0.0
pl_sweep	408	pdav-N	50000	0.9981	0.000557705	0.0994716	-0.0
pl_sweep	408	mixed	30000	0.999649	-0.000266414	0.100249	0.0
pl_sweep	408	rot	20000	0.999471	0.00133344	0.100098	0.0
pl_sweep	409	pdav-N	50000	0.998088	0.00080543	0.0997812	-0.0
pl_sweep	409	mixed	30000	0.999653	4.7349e-05	0.0996928	0.0
pl_sweep	409	rot	20000	0.999473	-0.000596579	0.0998341	0.0
pl_sweep	410	pdav-N	50000	0.998063	0.00072318	0.100417	-0.0
pl_sweep	410	mixed	30000	0.999652	0.000361152	0.0998058	0.0
pl_sweep	410	rot	20000	0.999467	-0.00088898	0.100396	0.0
pl_sweep	411	pdav-N	50000	0.998084	-0.000453376	0.0998806	-0.0
pl_sweep	411	mixed	30000	0.999646	-5.47868e-05	0.100653	0.0
pl_sweep	411	rot	20000	0.999464	-0.000326339	0.100742	0.0
pl_sweep	412	pdav-N	50000	0.99807	-0.000100926	0.100247	-0.0
pl_sweep	412	mixed	30000	0.999651	-0.000522813	0.0999863	0.0
pl_sweep	412	rot	20000	0.999476	-0.000605987	0.0995843	0.0
pl_sweep	413	pdav-N	50000	0.998097	0.00012544	0.0995463	-0.0
pl_sweep	413	mixed	30000	0.999651	0.000478975	0.100047	0.0
pl_sweep	413	rot	20000	0.999472	0.00111291	0.0999794	0.0
pl_sweep	414	pdav-N	50000	0.998074	0.000146278	0.100143	-0.0
pl_sweep	414	mixed	30000	0.999653	-0.000365376	0.0997702	0.0
pl_sweep	414	rot	20000	0.999473	-0.00102721	0.0998497	0.0
pl_sweep	415	pdav-N	50000	0.998085	0.000131705	0.0998449	-0.0
pl_sweep	415	mixed	30000	0.999649	-2.32091e-05	0.100302	0.0
pl_sweep	415	rot	20000	0.999471	-0.00079057	0.100097	0.0
pl_sweep	416	pdav-N	50000	0.998085	0.000407243	0.0998518	-0.0
pl_sweep	416	mixed	30000	0.999648	-0.000104328	0.100403	0.0
pl_sweep	416	rot	20000	0.999462	-0.000486716	0.100915	0.0
pl_sweep	417	pdav-N	50000	0.998065	0.000624758	0.100366	-0.0
pl_sweep	417	mixed	30000	0.999652	0.000804237	0.0998876	0.0
pl_sweep	417	rot	20000	0.999472	0.000730649	0.0999526	0.0
pl_sweep	418	pdav-N	50000	0.998088	0.000719133	0.0997876	-0.0
pl_sweep	418	mixed	30000	0.999647	0.000520688	0.100566	0.0
pl_sweep	418	rot	20000	0.999472	-0.000472629	0.0999525	0.0
pl_sweep	419	pdav-N	50000	0.998074	-0.000576762	0.100144	-0.0
pl_sweep	419	mixed	30000	0.99965	0.000559923	0.100068	0.0
pl_sweep	419	rot	20000	0.999467	0.000301185	0.100449	0.0
pl_sweep	420	pdav-N	50000	0.998085	-0.000199735	0.0998657	-0.0
pl_sweep	420	mixed	30000	0.999649	-0.000240475	0.100308	0.0
pl_sweep	420	rot	20000	0.999474	0.000916376	0.0997515	0.0
pl_sweep	421	pdav-N	50000	0.998075	0.000108245	0.100107	-0.0
pl_sweep	421	mixed	30000	0.999653	-0.000810216	0.0997546	0.0
pl_sweep	421	rot	20000	0.999472	-0.000367393	0.0999636	0.0
pl_sweep	422	pdav-N	50000	0.998072	-0.000388589	0.100185	-0.0
pl_sweep	422	mixed	30000	0.999651	0.000287085	0.100056	0.0
pl_sweep	422	rot	20000	0.999475	0.00118938	0.0996983	0.0
pl_sweep	423	pdav-N	50000	0.998087	0.000714423	0.0998155	-0.0
pl_sweep	423	mixed	30000	0.999648	0.00018085	0.100368	0.0
pl_sweep	423	rot	20000	0.999464	0.000244078	0.100758	0.0
pl_sweep	424	pdav-N	50000	0.99807	-0.000171266	0.10024	-0.0
pl_sweep	424	mixed	30000	0.999652	-0.0011606	0.0998421	0.0
pl_sweep	424	rot	20000	0.999471	0.000358092	0.100105	0.0
pl_sweep	425	pdav-N	50000	0.998075	0.000347487	0.100111	-0.0
pl_sweep	425	mixed	30000	0.999648	0.000107625	0.100401	0.0
pl_sweep	425	rot	20000	0.999477	-0.000470614	0.0995165	0.0
pl_sweep	426	pdav-N	50000	0.998082	-0.000330972	0.0999417	-0.0
pl_sweep	426	mixed	30000	0.999655	0.000466615	0.099353	0.0
pl_sweep	426	rot	20000	0.999473	0.00150951	0.0999007	0.0
pl_sweep	427	pdav-N	50000	0.998107	-0.000330753	0.0992857	-0.0
pl_sweep	427	mixed	30000	0.999654	-0.000246686	0.0996258	0.0
pl_sweep	427	rot	20000	0.999478	8.46561e-05	0.0993947	0.0
pl_sweep	428	pdav-N	50000	0.998082	-0.000214038	0.0999402	-0.0
pl_sweep	428	mixed	30000	0.99965	-9.44633e-05	0.10019	0.0
pl_sweep	428	rot	20000	0.999474	0.00133658	0.0997367	0.0
pl_sweep	429	pdav-N	50000	0.998091	0.000668366	0.0996993	-0.0
pl_sweep	429	mixed	30000	0.999651	-0.000603372	0.100062	0.0
pl_sweep	429	rot	20000	0.999474	-0.00116331	0.0997616	0.0
pl_sweep	430	pdav-N	50000	0.998076	-7.20934e-05	0.100099	-0.0
pl_sweep	430	mixed	30000	0.999646	-0.000149004	0.100646	0.0
pl_sweep	430	rot	20000	0.999467	-0.000316717	0.100464	0.0
pl_sweep	431	pdav-N	50000	0.998078	0.000414852	0.100039	-0.0
pl_sweep	431	mixed	30000	0.999649	4.99721e-06	0.100301	0.0
pl_sweep	431	rot	20000	0.999467	0.000407317	0.100414	0.0
pl_sweep	432	pdav-N	50000	0.998073	-1.71936e-05	0.100169	-0.0
pl_sweep	432	mixed	30000	0.999651	0.000336534	0.0999582	0.0
pl_sweep	432	rot	20000	0.99948	-0.000161673	0.0992074	0.0
pl_sweep	433	pdav-N	50000	0.998058	-1.70701e-05	0.100561	-0.0
pl_sweep	433	mixed	30000	0.999652	-0.000544697	0.0998538	0.0
pl_sweep	433	rot	20000	0.999466	-0.00138201	0.100497	0.0
pl_sweep	434	pdav-N	50000	0.998079	0.00060896	0.100008	-0.0
pl_sweep	434	mixed	30000	0.999649	-0.000629108	0.100285	0.0
pl_sweep	434	rot	20000	0.999462	0.000264462	0.100899	0.0
pl_sweep	435	pdav-N	50000	0.998083	0.000807386	0.0999113	-0.0
pl_sweep	435	mixed	30000	0.999649	-0.00128353	0.100214	0.0
pl_sweep	435	rot	20000	0.999468	0.000673472	0.10033	0.0
pl_sweep	436	pdav-N	50000	0.998075	-0.000421838	0.100105	-0.0
pl_sweep	436	mixed	30000	0.999652	9.33926e-05	0.099786	0.0
pl_sweep	436	rot	20000	0.999474	0.000618112	0.0997421	0.0
pl_sweep	437	pdav-N	50000	0.998083	-0.000202067	0.0999156	-0.0
pl_sweep	437	mixed	30000	0.999651	0.000797973	0.100016	0.0
pl_sweep	437	rot	20000	0.999477	0.00112129	0.0994856	0.0
pl_sweep	438	pdav-N	50000	0.998077	-3.34132e-06	0.100076	-0.0
pl_sweep	438	mixed	30000	0.999644	0.000609776	0.100959	0.0
pl_sweep	438	rot	20000	0.999471	-0.000103933	0.100096	0.0
pl_sweep	439	pdav-N	50000	0.998087	-0.000478194	0.0998018	-0.0
pl_sweep	439	mixed	30000	0.999653	-0.000179432	0.0996735	0.0
pl_sweep	439	rot	20000	0.999461	0.000289431	0.101057	0.0
pl_sweep	440	pdav-N	50000	0.998073	0.000600643	0.10017	-0.0
pl_sweep	440	mixed	30000	0.999653	-0.000206448	0.0997539	0.0
pl_sweep	440	rot	20000	0.999467	0.000993185	0.100473	0.0
pl_sweep	441	pdav-N	50000	0.998088	0.000172267	0.0997806	-0.0
pl_sweep	441	mixed	30000	0.999646	-0.000174171	0.100634	0.0
pl_sweep	441	rot	20000	0.999468	8.58774e-05	0.100395	0.0
pl_sweep	442	pdav-N	50000	0.998075	-0.000287516	0.100126	-0.0
pl_sweep	442	mixed	30000	0.999656	4.75938e-05	0.0992107	0.0
pl_sweep	442	rot	20000	0.999471	-0.000508383	0.100032	0.0
pl_sweep	443	pdav-N	50000	0.998071	-0.000379199	0.100213	-0.0
pl_sweep	443	mixed	30000	0.999653	0.000566523	0.0997617	0.0
pl_sweep	443	rot	20000	0.999471	0.00084857	0.100016	0.0
pl_sweep	444	pdav-N	50000	0.998071	-0.00024883	0.100211	-0.0
pl_sweep	444	mixed	30000	0.999656	-1.07514e-05	0.0993426	0.0
pl_sweep	444	rot	20000	0.999469	0.00045421	0.100223	0.0
pl_sweep	445	pdav-N	50000	0.998091	-0.000604286	0.099703	-0.0
pl_sweep	445	mixed	30000	0.99965	0.000219736	0.100179	0.0
pl_sweep	445	rot	20000	0.999474	0.000253624	0.0997507	0.0
pl_sweep	446	pdav-N	50000	0.998083	0.00035288	0.0999195	-0.0
pl_sweep	446	mixed	30000	0.999647	0.000251016	0.100609	0.0
pl_sweep	446	rot	20000	0.999469	0.000269243	0.100215	0.0
pl_sweep	447	pdav-N	50000	0.998069	-0.000504571	0.100274	-0.0
pl_sweep	447	mixed	30000	0.999655	-0.000758759	0.0994402	0.0
pl_sweep	447	rot	20000	0.999476	-0.000268449	0.0996086	0.0
pl_sweep	448	pdav-N	50000	0.998102	6.90838e-05	0.0994181	-0.0
pl_sweep	448	mixed	30000	0.999651	-0.000390569	0.100004	0.0
pl_sweep	448	rot	20000	0.999469	0.00113984	0.100266	0.0
pl_sweep	449	pdav-N	50000	0.998079	0.000318115	0.100022	-0.0
pl_sweep	449	mixed	30000	0.999652	-0.000631805	0.0997964	0.0
pl_sweep	449	rot	20000	0.99948	-0.000133493	0.0992111	0.0
pl_sweep	450	pdav-N	50000	0.998068	-0.000452918	0.100291	-0.0
pl_sweep	450	mixed	30000	0.99965	-0.00015464	0.10008	0.0
pl_sweep	450	rot	20000	0.99947	-0.000875684	0.100191	0.0
pl_sweep	451	pdav-N	50000	0.998094	0.000691101	0.0996092	-0.0
pl_sweep	451	mixed	30000	0.999651	0.00119413	0.100046	0.0
pl_sweep	451	rot	20000	0.999478	-0.000917458	0.0994268	0.0
pl_sweep	452	pdav-N	50000	0.998085	-0.00049397	0.0998502	-0.0
pl_sweep	452	mixed	30000	0.999651	-6.6893e-05	0.0999676	0.0
pl_sweep	452	rot	20000	0.999463	0.000363446	0.100803	0.0
pl_sweep	453	pdav-N	50000	0.998072	-7.52383e-05	0.100196	-0.0
pl_sweep	453	mixed	30000	0.99965	-6.61635e-05	0.100142	0.0
pl_sweep	453	rot	20000	0.99947	0.000146415	0.100159	0.0
pl_sweep	454	pdav-N	50000	0.998089	-5.72456e-05	0.0997586	-0.0
pl_sweep	454	mixed	30000	0.999648	-0.000677233	0.100436	0.0
pl_sweep	454	rot	20000	0.999476	0.00123935	0.0995666	0.0
pl_sweep	455	pdav-N	50000	0.998087	-0.000195764	0.0997986	-0.0
pl_sweep	455	mixed	30000	0.999653	-0.00041512	0.0996774	0.0
pl_sweep	455	rot	20000	0.999471	-0.000545424	0.100031	0.0
pl_sweep	456	pdav-N	50000	0.998069	-0.000145727	0.10027	-0.0
pl_sweep	456	mixed	30000	0.999647	-9.36641e-05	0.100501	0.0
pl_sweep	456	rot	20000	0.999479	-0.000798721	0.0993315	0.0
pl_sweep	457	pdav-N	50000	0.99809	0.000524214	0.0997134	-0.0
pl_sweep	457	mixed	30000	0.999653	-0.000122827	0.0996867	0.0
pl_sweep	457	rot	20000	0.999472	-0.00116444	0.099998	0.0
pl_sweep	458	pdav-N	50000	0.998078	-7.21313e-05	0.10003	-0.0
pl_sweep	458	mixed	30000	0.999646	0.00052149	0.100689	0.0
pl_sweep	458	rot	20000	0.999471	0.000514126	0.100039	0.0
pl_sweep	459	pdav-N	50000	0.998089	-0.00018402	0.0997495	-0.0
pl_sweep	459	mixed	30000	0.999651	0.000566567	0.0999238	0.0
pl_sweep	459	rot	20000	0.99947	-0.000472747	0.100166	0.0
pl_sweep	460	pdav-N	50000	0.998082	0.000397471	0.0999411	-0.0
pl_sweep	460	mixed	30000	0.999651	-0.000356029	0.0999799	0.0
pl_sweep	460	rot	20000	0.999472	0.00121449	0.0999851	0.0
pl_sweep	461	pdav-N	50000	0.99807	-0.000199487	0.100256	-0.0
pl_sweep	461	mixed	30000	0.999647	-0.000519317	0.100511	0.0
pl_sweep	461	rot	20000	0.999462	-0.000277225	0.100902	0.0
pl_sweep	462	pdav-N	50000	0.998086	0.0011161	0.0998331	-0.0
pl_sweep	462	mixed	30000	0.999655	0.000511773	0.0994528	0.0
pl_sweep	462	rot	20000	0.99947	-0.000166329	0.100127	0.0
pl_sweep	463	pdav-N	50000	0.998081	-0.000124722	0.099957	-0.0
pl_sweep	463	mixed	30000	0.99965	-0.000321777	0.100206	0.0
pl_sweep	463	rot	20000	0.999471	0.000882145	0.100082	0.0
pl_sweep	464	pdav-N	50000	0.998076	0.000387741	0.100086	-0.0
pl_sweep	464	mixed	30000	0.999655	-0.00154395	0.0993561	0.0
pl_sweep	464	rot	20000	0.999479	-0.000239737	0.0993101	0.0
pl_sweep	465	pdav-N	50000	0.998082	-0.00018895	0.099931	-0.0
pl_sweep	465	mixed	30000	0.999651	0.000483524	0.100063	0.0
pl_sweep	465	rot	20000	0.999476	0.000508728	0.0995631	0.0
pl_sweep	466	pdav-N	50000	0.998064	3.51039e-06	0.100407	-0.0
pl_sweep	466	mixed	30000	0.99965	0.000141396	0.10011	0.0
pl_sweep	466	rot	20000	0.999466	-0.000256968	0.100553	0.0
pl_sweep	467	pdav-N	50000	0.998081	0.000263456	0.0999549	-0.0
pl_sweep	467	mixed	30000	0.999655	-0.000699765	0.0994886	0.0
pl_sweep	467	rot	20000	0.999474	0.000414189	0.0998264	0.0
pl_sweep	468	pdav-N	50000	0.998095	0.000620751	0.0996052	-0.0
pl_sweep	468	mixed	30000	0.999651	0.000565759	0.0999807	0.0
pl_sweep	468	rot	20000	0.999474	-0.000926836	0.099824	0.0
pl_sweep	469	pdav-N	50000	0.998098	0.000523355	0.099512	-0.0
pl_sweep	469	mixed	30000	0.999648	-0.000437346	0.100415	0.0
pl_sweep	469	rot	20000	0.99947	0.000519569	0.100156	0.0
pl_sweep	470	pdav-N	50000	0.998058	0.000816555	0.10055	-0.0
pl_sweep	470	mixed	30000	0.999652	-0.000772693	0.0999195	0.0
pl_sweep	470	rot	20000	0.999472	-0.000595097	0.0999441	0.0
pl_sweep	471	pdav-N	50000	0.998088	-9.32185e-06	0.0997706	-0.0
pl_sweep	471	mixed	30000	0.999653	-0.00058551	0.0996869	0.0
pl_sweep	471	rot	20000	0.999467	0.000680409	0.100468	0.0
pl_sweep	472	pdav-N	50000	0.998081	0.000460051	0.0999496	-0.0
pl_sweep	472	mixed	30000	0.999653	0.000953558	0.0997014	0.0
pl_sweep	472	rot	20000	0.999472	-0.000831161	0.0999934	0.0
pl_sweep	473	pdav-N	50000	0.998096	4.31572e-05	0.0995652	-0.0
pl_sweep	473	mixed	30000	0.999653	-0.000143479	0.0996521	0.0
pl_sweep	473	rot	20000	0.999476	-0.00042131	0.0995607	0.0
pl_sweep	474	pdav-N	50000	0.998082	-0.000210372	0.0999281	-0.0
pl_sweep	474	mixed	30000	0.999646	0.000459482	0.100768	0.0
pl_sweep	474	rot	20000	0.999476	0.00082456	0.0995443	0.0
pl_sweep	475	pdav-N	50000	0.998078	-0.000167445	0.100027	-0.0
pl_sweep	475	mixed	30000	0.999652	0.000124766	0.0998093	0.0
pl_sweep	475	rot	20000	0.999472	-0.00108098	0.0999323	0.0
pl_sweep	476	pdav-N	50000	0.998061	-4.56089e-05	0.100481	-0.0
pl_sweep	476	mixed	30000	0.99965	-0.000149834	0.100197	0.0
pl_sweep	476	rot	20000	0.999474	-0.00131489	0.0997392	0.0
pl_sweep	477	pdav-N	50000	0.998063	0.000755693	0.100437	-0.0
pl_sweep	477	mixed	30000	0.999655	-0.000327181	0.0994785	0.0
pl_sweep	477	rot	20000	0.999474	0.000149636	0.0997869	0.0
pl_sweep	478	pdav-N	50000	0.998072	4.37778e-05	0.100195	-0.0
pl_sweep	478	mixed	30000	0.999656	-0.00025542	0.099308	0.0
pl_sweep	478	rot	20000	0.999478	-0.000355479	0.0994403	0.0
pl_sweep	479	pdav-N	50000	0.998056	-0.000623142	0.100605	-0.0
pl_sweep	479	mixed	30000	0.999655	-0.000118188	0.0994832	0.0
pl_sweep	479	rot	20000	0.999481	-0.000799566	0.0991274	0.0
pl_sweep	480	pdav-N	50000	0.998081	0.000448632	0.0999653	-0.0
pl_sweep	480	mixed	30000	0.999651	0.000382993	0.0999908	0.0
pl_sweep	480	rot	20000	0.999471	0.000986832	0.100037	0.0
pl_sweep	481	pdav-N	50000	0.998079	0.000659242	0.100024	-0.0
pl_sweep	481	mixed	30000	0.99965	0.000214356	0.100177	0.0
pl_sweep	481	rot	20000	0.999468	-0.000561848	0.100306	0.0
pl_sweep	482	pdav-N	50000	0.99808	1.67421e-05	0.0999772	-0.0
pl_sweep	482	mixed	30000	0.999658	0.000831056	0.0989787	0.0
pl_sweep	482	rot	20000	0.999471	-0.000155723	0.100041	0.0
pl_sweep	483	pdav-N	50000	0.998083	0.000408249	0.0999023	-0.0
pl_sweep	483	mixed	30000	0.999658	-0.000447716	0.0990285	0.0
pl_sweep	483	rot	20000	0.999463	0.000608975	0.100823	0.0
pl_sweep	484	pdav-N	50000	0.998078	0.000393954	0.100045	-0.0
pl_sweep	484	mixed	30000	0.999647	-0.000863593	0.100589	0.0
pl_sweep	484	rot	20000	0.999467	-0.00124287	0.100441	0.0
pl_sweep	485	pdav-N	50000	0.998096	-0.000455969	0.0995773	-0.0
pl_sweep	485	mixed	30000	0.999646	0.00105794	0.100752	0.0
pl_sweep	485	rot	20000	0.999472	0.00110411	0.100008	0.0
pl_sweep	486	pdav-N	50000	0.998109	0.000466961	0.0992189	-0.0
pl_sweep	486	mixed	30000	0.999644	-0.000612241	0.100967	0.0
pl_sweep	486	rot	20000	0.999477	-0.00105946	0.0994778	0.0
pl_sweep	487	pdav-N	50000	0.99807	-0.000334132	0.100244	-0.0
pl_sweep	487	mixed	30000	0.999647	6.11196e-05	0.100558	0.0
pl_sweep	487	rot	20000	0.999459	-0.000188778	0.101206	0.0
pl_sweep	488	pdav-N	50000	0.998064	0.000770378	0.100398	-0.0
pl_sweep	488	mixed	30000	0.999651	0.000181389	0.099977	0.0
pl_sweep	488	rot	20000	0.999468	-0.000168182	0.100328	0.0
pl_sweep	489	pdav-N	50000	0.998071	0.000583456	0.100233	-0.0
pl_sweep	489	mixed	30000	0.99965	-1.33986e-05	0.100094	0.0
pl_sweep	489	rot	20000	0.999479	0.000158306	0.0992607	0.0
pl_sweep	490	pdav-N	50000	0.998089	-0.000666212	0.0997625	-0.0
pl_sweep	490	mixed	30000	0.99965	-0.00021014	0.100205	0.0
pl_sweep	490	rot	20000	0.99947	-0.000550664	0.100139	0.0
